Serie;Norte;Este;Depto;Municipio;Vereda ;Cia;Estructura
24188;769339;812162,25;HUILA;TESALIA;POTRERILLOS;    Azul;19895443
24189;769074;811670,375;HUILA;TESALIA;POTRERILLOS;    Azul;19895442
24190;768992;811516,625;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895441
24191;768907;811195,625;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895440
24192;768734;810549,4375;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895439
24193;768630;810157,9375;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895438
24194;768523;809756,2501;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895437
24195;768414;809344,375;HUILA;NÃTAGA;EL SOCORRO;    Azul;19895436
4363;1028318,665;803112,9903;RISARALDA;PEREIRA;CAIMALITO;    Azul;19872405
4364;1028155,284;802993,9276;RISARALDA;PEREIRA;CAIMALITO;    Azul;19870114
4353;1027720,181;802652,0927;RISARALDA;PEREIRA;CAIMALITO;    Azul;19894935
4360;1027361,154;802492,1532;RISARALDA;PEREIRA;CAIMALITO;    Azul;19894934
4361;1027144,395;802397,8131;RISARALDA;PEREIRA;CAIMALITO;    Azul;19894933
4365;1026737,377;802224,2735;RISARALDA;PEREIRA;CAIMALITO;    Azul;19894932
4366;1026251,297;802006,0702;RISARALDA;PEREIRA;CAIMALITO;    Azul;19894931
4367;1025947,774;801868,9661;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894930
4368;1025510,671;801674,3545;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894929
4369;1025283,445;801574,8053;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894928
4370;1024742,768;801336,0037;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894927
4371;1024235,03;801114,42;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894926
4372;1023647,804;800855,963;RISARALDA;PEREIRA;CARRITOS;    Azul;19894925
4373;1023269,717;800690,2722;RISARALDA;PEREIRA;CARRITOS;    Azul;19894924
4374;1022666,393;800426,1858;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894923
4375;1022318,966;800272,1773;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894922
4376;1021994,471;800131,8604;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894921
4377;1021709,389;800005,1468;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894920
4378;1021398,652;799869,7039;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894919
4379;1020979,563;799687,6165;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894918
4380;1020626,137;799531,813;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894917
4381;1020330,097;799401,3835;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894916
4382;1020001,018;799323,5103;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894915
4383;1019624,311;799233,1177;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894914
4384;1019247,614;799145,2207;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894913
4385;1018794,012;799031,3793;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894912
4386;1018385,12;798968,929;RISARALDA;PEREIRA;PUERTO CALDAS;    Azul;19894911
4387;1017606,936;798862,0243;VALLE DEL CAUCA;CARTAGO;PIEDRA DE MOLER;    Azul;19894910
4388;1016923,476;798666,3826;VALLE DEL CAUCA;CARTAGO;PIEDRA DE MOLER;    Azul;19894909
4389;1016618,54;798578,7993;VALLE DEL CAUCA;CARTAGO;PIEDRA DE MOLER;    Azul;19894908
4390;1016306,529;798486,9742;VALLE DEL CAUCA;CARTAGO;PIEDRA DE MOLER;    Azul;19894907
4391;1015764,959;798339,9696;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894906
4392;1015549,019;798278,409;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894905
4393;1014929,682;798000,3303;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894904
4394;1014562,26;797819,4001;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894903
4362;1013913,647;797504,4535;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894900
5613;1006447,294;796149,0901;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894880
5614;1006007,836;796086,976;VALLE DEL CAUCA;CARTAGO;ZARAGOZA;    Azul;19894879
5615;1005429,102;796001,3775;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894878
5616;1005012,86;795944,2931;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894877
5617;1004761,612;795697,8643;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894876
5618;1004318,258;795283,0262;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894875
5619;1003863,033;794858,2564;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894874
5620;1003551,291;794565,769;VALLE DEL CAUCA;OBANDO;CRUCES;    Azul;19894873
5621;1003208,96;794233,21;VALLE DEL CAUCA;OBANDO;MONTE GRRANDE;    Azul;19894872
5622;1003048,447;794090,6907;VALLE DEL CAUCA;OBANDO;MONTE GRRANDE;    Azul;19894871
5623;1002714,969;793773,0397;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894870
5624;1002291,631;793388,612;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894869
5625;1001841,019;792965,2434;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894868
5626;1001456,262;792608,8045;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894867
5627;1001028,65;792329,6714;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894866
5628;1000582,771;792041,3877;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894865
5629;1000117,371;791746,2303;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894864
5630;999585,5213;791408,3054;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894863
5631;999007,596;791041,2469;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894862
5632;998465,382;790694,6073;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894861
5633;998163,0176;790500,5067;VALLE DEL CAUCA;OBANDO;SAN JOSÃ‰;    Azul;19894860
5634;997740,192;790229,5378;VALLE DEL CAUCA;OBANDO;CHUZO;    Azul;19894859
5635;997217,2709;789903,0296;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894858
5636;996955,1239;789769,2383;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894857
5637;996477,2674;789526,2041;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894856
5638;995976,7365;789275,1093;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894855
5639;995601,2024;789075,7164;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894854
5640;995294,8789;788924,8597;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894853
5641;994810,5543;788681,5161;VALLE DEL CAUCA;OBANDO;EL CHUZO;    Azul;19894852
5642;994546,2975;788548,0332;VALLE DEL CAUCA;OBANDO;HOLGHUIN;    Azul;19894851
5643;994211,5137;788376,9399;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894850
5644;993910,7096;788226,1564;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894849
5645;993503,1166;788021,1319;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894848
5646;993053,4215;787789,5225;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894847
5647;992616,5389;787575,5533;VALLE DEL CAUCA;LA VICTORIA;CHONTADURO;    Azul;19894846
5648;992228,2768;787377,0829;VALLE DEL CAUCA;LA VICTORIA;CHONTADURO;    Azul;19894845
5649;991880,2441;787197,6728;VALLE DEL CAUCA;LA VICTORIA;CHONTADURO;    Azul;19894844
5650;991495,8804;787000,4045;VALLE DEL CAUCA;LA VICTORIA;CHONTADURO;    Azul;19894843
5651;991104,3733;786801,0595;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894842
5652;990707,3148;786604,9451;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894841
5653;990183,4003;786336,8588;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894840
5654;989589,7253;786130,9258;VALLE DEL CAUCA;LA VICTORIA;HOLGHUIN;    Azul;19894839
5655;989150,767;785979,0349;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894838
5656;988807,3313;785859,5315;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894837
5658;988447,9322;785697,321;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894836
5659;988111,4205;785570,6895;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894835
5660;987775,9546;785454,5612;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894834
5661;987453,8276;785331,19;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894833
5662;987127,2699;785211,5878;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894832
5663;986726,7945;785060,5746;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894831
5664;986387,2192;784937,4706;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894830
5665;986064,9585;784808,622;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894829
5666;985661,4563;784653,8545;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894828
5667;985239,3501;784501,9323;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894827
5668;984866,9764;784367,7501;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894826
5669;984430,7911;784207,8725;VALLE DEL CAUCA;LA VICTORIA;SAN JOSE;    Azul;19894825
5670;984002,1193;784045,6275;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894824
5671;983634,4436;783920,2098;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894823
5672;983143,7693;783739,5346;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894822
5673;982887,4933;783636,9139;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894821
5674;982500,3156;783503,9404;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894820
5675;981971,941;783308,1207;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894819
5676;981358,3344;783072,0065;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894818
5677;980838,2234;782894,3441;VALLE DEL CAUCA;ZARZAL;GUASIMAL;    Azul;19894817
5678;980484,0459;782755,4322;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894816
5679;979986,8441;782587,911;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894815
5680;979526,727;782433,3773;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894814
5681;979070,2399;782317,9152;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894813
5682;978859,8542;782277,7532;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894812
5683;978059,3803;781917,999;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894811
5684;977822,4013;781856,893;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894810
5685;977507,2136;781746,2255;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894809
5686;976996,4474;781562,1439;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894808
5687;976489,3446;781393,3426;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894807
5688;976119,3841;781261,7213;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894806
5689;975602,2674;781091,4341;VALLE DEL CAUCA;ZARZAL;EL VERGEL;    Azul;19894805
5690;975193,786;780963,8183;VALLE DEL CAUCA;ZARZAL;UÃ‘A DE GATO;    Azul;19894804
5691;974794,9336;780832,227;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894803
5692;974435,9492;780712,7644;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894802
5693;974029,8951;780576,2847;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894801
5694;973633,4841;780438,8303;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894800
5695;973257,3975;780329,0045;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894799
5696;972758,6269;780159,2909;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894798
5697;972254,4336;779991,9621;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894797
5698;971969,13;779898,2544;VALLE DEL CAUCA;ZARZAL;LA MIEL;    Azul;19894796
5699;971533,5114;779753,2968;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894795
5700;971139,5101;779607,1583;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894794
5701;970764,3372;779478,1136;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894793
5702;970344,7734;779318,8125;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894792
5703;969904,8464;779162,406;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894791
5704;969490,8668;779012,7752;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894790
5705;969077,7362;778859,5635;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894789
5706;968662,6451;778706,0322;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894788
5707;968262,7499;778563,0167;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894787
4577;967787,22;778395,3531;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894786
4578;967398,1998;778254,0831;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894785
4579;967070,6395;778126,8326;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894784
4580;966810,6627;777936,4449;VALLE DEL CAUCA;ZARZAL;SIN DEFINIR;    Azul;19894783
4581;966533,7915;777734,0062;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894782
4582;966246,3232;777526,0617;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894781
4583;965923,4215;777286,6295;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894780
4584;965531,0481;776999,1251;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894779
4585;965191,9873;776751,626;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894778
4586;964854,441;776495,9244;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894777
4587;964433,9292;776196,1834;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894776
4588;964077,0555;775935,0573;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894775
4589;963748,6854;775724,0542;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894774
4590;963444,4623;775518,0992;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894773
4591;963094,283;775289,8024;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894772
4592;962723,2473;775055,2703;VALLE DEL CAUCA;ZARZAL;URIBE;    Azul;19894771
4593;962139,7568;774690,9183;VALLE DEL CAUCA;BUGALAGRANDE;URIBE-URIBE;    Azul;19894770
4594;961925,5094;774508,1041;VALLE DEL CAUCA;BUGALAGRANDE;URIBE-URIBE;    Azul;19894769
4245;961497,7585;774145,1015;VALLE DEL CAUCA;BUGALAGRANDE;URIBE-URIBE;    Azul;19894768
4246;961243,0754;773928,2871;VALLE DEL CAUCA;BUGALAGRANDE;URIBE-URIBE;    Azul;19894767
4247;960782,5168;773537,1614;VALLE DEL CAUCA;BUGALAGRANDE;URIBE-URIBE;    Azul;19894766
4248;960481,393;773281,2826;VALLE DEL CAUCA;BUGALAGRANDE;EL OVERO;    Azul;19894765
4249;959908,6447;772859,3412;VALLE DEL CAUCA;BUGALAGRANDE;EL OVERO;    Azul;19894764
4250;959385,0891;772473,151;VALLE DEL CAUCA;BUGALAGRANDE;EL OVERO;    Azul;19894763
4251;959103,1509;772265,5883;VALLE DEL CAUCA;BUGALAGRANDE;EL OVERO;    Azul;19894762
4252;958784,153;772030,0214;VALLE DEL CAUCA;BUGALAGRANDE;EL OVERO;    Azul;19894761
4253;958268,5309;771624,0088;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894760
4254;957969,7802;771405,8945;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894759
4255;957723,6568;771226,1587;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894758
4256;957258,0561;770887,2477;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894757
4257;957081,7124;770758,3627;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894756
4258;956638,4461;770661,2759;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894755
4259;956007,7566;770526,2081;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894754
4260;955587,4136;770435,5472;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894753
4261;955134,4086;770343,3707;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894752
4262;954572,3894;770218,582;VALLE DEL CAUCA;BUGALAGRANDE;GALICIA;    Azul;19894751
4263;953844,3457;770069,6022;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894750
4264;953331,1805;769956,628;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894749
4265;952838,7837;769806,7988;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894748
4266;952407,9802;769664,6216;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894747
4267;951991,504;769530,6445;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894746
4268;951654,9037;769418,9891;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894745
4269;951087,9672;769232,6719;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894744
4270;950699,2707;769101,0913;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894743
4271;950224,5819;768955,2945;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894742
4272;949425,7005;768770,7022;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894741
4273;949018,3677;768676,3855;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894740
4274;948749,8795;768628,2088;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894739
4275;948290,4439;768523,5818;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894738
4276;947846,7619;768410,0055;VALLE DEL CAUCA; ANDALUCÃA;PARDO;    Azul;19894737
4277;947382,1835;768325,9464;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894736
4278;947027,4821;768240,6545;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894735
4279;946489,353;768117,1519;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894734
4280;946083,2261;768026,0118;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894733
4281;945697,2491;767920,875;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894732
4282;945332,5504;767826,4211;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894731
4283;944844,0098;767685,8313;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894730
4284;944242,7758;767533,8999;VALLE DEL CAUCA;TULUÃ;LA IBERIA;    Azul;19894729
4285;943764,7142;767423,4985;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894728
4286;943325,9463;767300,4113;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894727
1493;943097,2428;767240,4728;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894726
1512;942600,8824;767036,2319;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894725
1513;942288,6677;766926,7356;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894724
1514;942060,7743;766786,1185;VALLE DEL CAUCA;TULUÃ;EL PICACHO;    Azul;19894723
1515;941574,7072;766493,7965;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894722
1516;941125,7468;766250,3583;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894721
1517;940677,9347;766006,4974;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894720
1518;940256,1517;765744,3661;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894719
1519;939778,1176;765483,2061;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894718
1520;939399,2384;765269,3529;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894717
1521;939086,9789;765050,3117;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894716
1522;938530,4839;764725,5393;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894715
1523;938126,8704;764504,3525;VALLE DEL CAUCA;TULUÃ;MATEGUADUA;    Azul;19894714
1524;937732,9435;764278,746;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894713
1525;937352,733;764052,8871;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894712
1526;936924,1212;763806,5808;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894711
1527;936500,8011;763561,8753;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894710
1528;936062,9953;763313,3164;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894709
1529;935666,2921;763083,3019;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894708
1530;935324,4434;762895,9766;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894707
1531;934788,942;762602,874;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894706
1532;934493,5;762422,7409;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894705
1533;933824,7066;762059,6309;VALLE DEL CAUCA;SAN PEDRO;LOS CHANCOS;    Azul;19894704
1534;933535,7606;761903,4916;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894703
1535;933229,1557;761723,1258;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894702
1536;932944,3315;761569,3058;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894701
1537;932419,2248;761288,9887;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894700
1538;932100,923;761029,8792;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894699
1539;931843,7315;760816,8221;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894698
1540;931442,7933;760479,1011;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894697
1541;931249,3928;760283,83;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894696
1542;930871,1735;759895,6739;VALLE DEL CAUCA;SAN PEDRO;TODOS LOS SANTOS;    Azul;19894695
1543;930451,3182;759459,629;VALLE DEL CAUCA;SAN PEDRO;PRESIDENTE;    Azul;19894694
1544;930244,3262;759244,4847;VALLE DEL CAUCA;SAN PEDRO;PRESIDENTE;    Azul;19894693
1545;929954,9094;758938,0545;VALLE DEL CAUCA;SAN PEDRO;PRESIDENTE;    Azul;19894692
1546;929612,8279;758597,7753;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894691
1547;929335,6974;758306,3118;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894690
1548;929222,0239;757869,5758;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894689
1549;929127,0841;757445,3238;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894688
1550;929113,2903;756993,4531;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894687
1551;929116,0883;756591,2693;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894686
1552;929115,4167;756315,1786;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894685
1553;929108,1297;755753,141;VALLE DEL CAUCA;BUGA;PUEBLO NUEVO;    Azul;19894684
1554;929110,0027;755349,1525;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894683
3563;929106,644;754938,9145;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894682
3288;929102,5638;754563,7845;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894681
3289;929115,0232;754137,2709;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894680
3290;929104,8621;753689,9534;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894679
3291;929108,6575;753276,139;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894678
3292;929104,5156;752840,626;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894677
3293;929110,2914;752416,6115;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894676
3294;929095,6269;751994,284;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894675
3295;929098,0385;751555,9784;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894674
3296;929107,0638;751109,5338;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894673
3297;929102,9826;750701,8261;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894672
3298;929095,1173;750369,1198;VALLE DEL CAUCA;BUGA;CHAMBIMBAL;    Azul;19894671
4984;929101,2219;749657,7329;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894670
3409;928933,5194;749518,6981;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894669
3410;928595,026;749237,7832;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894668
3411;928347,6536;749040,9366;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894667
3412;927942,8412;748716,5986;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894666
3413;927526,5138;748375,4083;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894665
3414;927281,6002;748188,9483;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894664
3415;926679,9143;747698,8023;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894663
3418;926407,2277;747470,2888;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894662
3419;926130,6043;747248,687;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894661
3420;925934,275;747089,2817;VALLE DEL CAUCA;YOTOCO;LA NEGRA;    Azul;19894660
3421;925768,9997;746946,5256;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19894659
3422;925261,1048;746513,261;VALLE DEL CAUCA;YOTOCO;MEDIACANOA;    Azul;19894658
